Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
5/13/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,17,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Worker's Comp. Insurance
5/13/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,339,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
5/13/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,18144,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
5/14/2021,GoDaddy.com,14455 N Hayden Rd  Scottsdale  Arizona 85260,Business/Group/Organization,29,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Website Hosting
5/14/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,7,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Worker's Comp. Insurance
5/14/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1095,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,Check,,Electoral,Payroll Taxes
5/14/2021,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,15,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Conferencing Services
5/15/2021,Pace Payment Systems,1500 Medical Center Dr  Nashville  Tennessee 37232,Business/Group/Organization,2,Blair  David for Montgomery,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
5/17/2021,CFO Compliance,1 Park Row  Ste 5  Providence  Rhode Island 02903,Business/Group/Organization,1750,Blair  David for Montgomery,Salaries and Other compensation,Legal Fees - Compliance/Administrative,,Check,,Electoral,Compliance Services
5/25/2021,Upwork,475 Brannan St  Ste 430  San Francisco  California 94107,Business/Group/Organization,175,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Translation Services
5/26/2021,GoDaddy.com,14455 N Hayden Rd  Scottsdale  Arizona 85260,Business/Group/Organization,17,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Website Hosting
5/27/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,383,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
5/27/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,18697,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
5/28/2021,Pace Payment Systems,1500 Medical Center Dr  Nashville  Tennessee 37232,Business/Group/Organization,6,Blair  David for Montgomery,Other Expenses,Credit Card Service Processing Charges,,Check,,Electoral,Credit Card Processing Fees
5/28/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,32,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Worker's Comp. Insurance
5/28/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,3020,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,Check,,Electoral,Payroll Taxes
6/2/2021,Blue Cross Blue Shield,225 N Michigan Ave  Chicago  Illinois 60601,Business/Group/Organization,378,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Insurance
6/2/2021,NGP Van,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,960,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Database Services
6/2/2021,Paragon Payment Solutions,2141 E Broadway Rd  Ste 202  Tempe  Arizona 85282,Business/Group/Organization,20,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,Check,,Electoral,Credit Card Processing Fees
6/3/2021,Google Gsuite,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,102,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Subscriptions
6/4/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,4,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Worker's Comp. Insurance
6/4/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,54,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
6/4/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,28000,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
6/7/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,483,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
6/8/2021,CFO Compliance,1 Park Row  Ste 5  Providence  Rhode Island 02903,Business/Group/Organization,1750,Blair  David for Montgomery,Salaries and Other compensation,Legal Fees - Compliance/Administrative,,Check,,Electoral,Compliance Services
6/8/2021,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Bank Charges,,Check,,Electoral,Bank Fees
6/10/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,68,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Worker's Comp. Insurance
6/10/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,402,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
6/10/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,17585,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
6/11/2021,Young Leader's Institute,3 Pinecrest Ct  Greenbelt  Maryland 20770,Business/Group/Organization,3000,Blair  David for Montgomery,Salaries and Other compensation,Consultant Fees- Campaign workers,,Check,,Electoral,
6/11/2021,USPS,475 Lenfant Plz SW  Washington  District Of Columbia 20260,Business/Group/Organization,55,Blair  David for Montgomery,Postage,Postage,,Check,,Electoral,Postage
6/11/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,9325,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,Check,,Electoral,Payroll Taxes
6/14/2021,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
6/14/2021,Perkins Coie LLP,700 13th St NW  Washington  District Of Columbia 20005,Business/Group/Organization,612,Blair  David for Montgomery,Salaries and Other compensation,Legal Fees - General,,Check,,Electoral,Legal Services
6/14/2021,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,15,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Conferencing Services
6/16/2021,The Potomac Chamber of Commerce,10220 River Rd  # 1  Potomac  Maryland 20854,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Billboards / Outdoor Advertising,,Credit Card/MasterCard,,Electoral,
6/16/2021,The Potomac Chamber of Commerce,10220 River Rd  # 1  Potomac  Maryland 20854,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Billboards / Outdoor Advertising,,Credit Card/Visa,,Electoral,
6/16/2021,The Potomac Chamber of Commerce,10220 River Rd  # 1  Potomac  Maryland 20854,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Billboards / Outdoor Advertising,,Credit Card/Visa,,Electoral,
6/21/2021,My Warchest  Inc,4200 Wisconsin Ave NW  Ste Pm 106  Washington  District Of Columbia 20016,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Database Services
6/21/2021,My Warchest  Inc,4200 Wisconsin Ave NW  Ste Pm 106  Washington  District Of Columbia 20016,Business/Group/Organization,260,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Database Services
6/21/2021,My Warchest  Inc,4200 Wisconsin Ave NW  Ste Pm 106  Washington  District Of Columbia 20016,Business/Group/Organization,260,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Database Services
6/21/2021,Sam's Club,608 SW 8th St  Bentonville  Arkansas 72712,Business/Group/Organization,100,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Equipment
6/21/2021,Sam's Club,608 SW 8th St  Bentonville  Arkansas 72712,Business/Group/Organization,364,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Equipment
6/24/2021,Young Leader's Institute,3 Pinecrest Ct  Greenbelt  Maryland 20770,Business/Group/Organization,3000,Blair  David for Montgomery,Salaries and Other compensation,Consultant Fees- Campaign workers,,Check,,Electoral,
6/24/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,68,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Workers Comp. Insurance
6/24/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,413,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
6/24/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,16502,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
6/25/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,8163,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,Check,,Electoral,Payroll Tax
6/28/2021,GoDaddy.com,14455 N Hayden Rd  Scottsdale  Arizona 85260,Business/Group/Organization,17,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Website Hosting
6/30/2021,Young Leader's Institute,3 Pinecrest Ct  Greenbelt  Maryland 20770,Business/Group/Organization,3000,Blair  David for Montgomery,Salaries and Other compensation,Consultant Fees- Campaign workers,,Check,,Electoral,
6/30/2021,Pace Payment Systems,1500 Medical Center Dr  Nashville  Tennessee 37232,Business/Group/Organization,259,Blair  David for Montgomery,Other Expenses,Credit Card Service Processing Charges,,Check,,Electoral,Credit Card Processing Fees
7/1/2021,The Barking Dog,4723 Elm St  Bethesda  Maryland 20814,Business/Group/Organization,143,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
7/2/2021,Blue Cross Blue Shield,225 N Michigan Ave  Chicago  Illinois 60601,Business/Group/Organization,378,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Insurance
7/2/2021,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,33,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/2/2021,Google Gsuite,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,168,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Subscriptions
7/2/2021,Paragon Payment Solutions,2141 E Broadway Rd  Ste 202  Tempe  Arizona 85282,Business/Group/Organization,849,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,Check,,Electoral,Credit Card Processing Fees
7/7/2021,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,46,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/7/2021,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Bank Charges,,Check,,Electoral,Bank Fees
7/7/2021,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,57,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/8/2021,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/8/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,86,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,Check,,Electoral,Workers Comp. Insurance
7/8/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,502,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
7/8/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,34393,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Staff Payroll
7/9/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,10993,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,Check,,Electoral,Payroll Tax
7/12/2021,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/12/2021,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,483,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Payroll Processing Fees
7/14/2021,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,15,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Conferencing Services
7/14/2021,Doyle Printing & Offset Co,5206 46th Ave  Hyattsville  Maryland 20781,Business/Group/Organization,641,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Printing
7/15/2021,Perkins Coie LLP,700 13th St NW  Washington  District Of Columbia 20005,Business/Group/Organization,2333,Blair  David for Montgomery,Salaries and Other compensation,Legal Fees - General,,Check,,Electoral,Legal Services
7/16/2021,Young Leader's Institute,3 Pinecrest Ct  Greenbelt  Maryland 20770,Business/Group/Organization,3000,Blair  David for Montgomery,Salaries and Other compensation,Consultant Fees- Campaign workers,,Check,,Electoral,Consultant
7/16/2021,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,59,Blair  David for Montgomery,Postage,Postage,,Check,,Electoral,Shipping
7/19/2021,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,25,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
7/19/2021,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,1648,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Check,,Electoral,Utilities
7/19/2021,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,1654,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Printing
7/20/2021,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,251,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,EFT,,Electoral,
7/22/2021,The Blue Deal,4115 Annandale Rd  Ste 105  Annandale  Virginia 22003,Business/Group/Organization,610,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Campaign Paraphernalia
